station,yyyy,mm,af,rain,sun,tmax,tmin
aberporth,1983,5,0,78.4,137.9,12.1,6.8
aberporth,1983,6,0,42.9,172.7,15.9,10.2
aberporth,1983,7,0,39.5,252.1,20.7,13.9
aberporth,1983,8,0,57.1,223.6,19.7,13.1
aberporth,1983,9,0,93.7,115.9,16.0,10.8
aberporth,1983,10,1,81.8,98.3,13.2,8.1
aberporth,1983,11,4,44.5,60.5,10.6,5.8
aberporth,1983,12,0,122.1,49.5,9.3,4.9
aberporth,1984,1,2,80.6,44.4,7.4,2.4
aberporth,1984,2,7,52.1,58.6,7.1,2.2
aberporth,1984,3,3,35.3,98.0,7.0,2.2
aberporth,1984,4,1,8.4,216.2,12.5,5.1
aberporth,1984,5,0,44.6,236.3,12.2,6.4
aberporth,1984,6,0,24.9,199.7,15.9,9.8
aberporth,1984,7,0,38.4,285.2,18.9,11.9
aberporth,1984,8,0,40.5,185.6,19.9,13.2
aberporth,1984,9,0,154.2,127.3,15.5,11.3
aberporth,1984,10,0,95.1,109.8,13.6,8.4
aberporth,1984,11,0,145.0,53.2,10.2,6.0
aberporth,1984,12,1,133.6,45.8,8.6,3.8
aberporth,1985,1,17,71.2,85.6,5.0,0.3
aberporth,1985,2,11,29.7,97.4,6.5,1.2
aberporth,1985,3,6,67.0,147.1,7.5,2.3
aberporth,1985,4,0,62.1,138.6,10.8,5.5
aberporth,1985,5,0,29.3,192.1,12.9,7.4
aberporth,1985,6,0,104.2,185.0,14.6,8.7
aberporth,1985,7,0,70.4,200.8,17.4,11.5
aberporth,1985,8,0,105.4,153.6,16.3,10.6
aberporth,1985,9,0,29.5,128.4,17.2,11.2
aberporth,1985,10,0,57.4,114.7,13.4,8.2
aberporth,1985,11,1,98.8,68.0,7.8,3.1
aberporth,1985,12,4,146.0,38.9,8.9,4.7
aberporth,1986,1,3,83.8,33.5,6.7,2.7
aberporth,1986,2,24,0.0,117.0,2.3,2.7
aberporth,1986,3,4,51.0,133.4,8.0,2.3
aberporth,1986,4,2,70.3,124.1,7.6,2.6
aberporth,1986,5,0,63.9,210.6,13.1,7.3
aberporth,1986,6,0,57.2,182.3,17.6,10.4
aberporth,1986,7,0,41.0,129.4,16.8,11.6
aberporth,1986,8,0,104.8,142.1,15.2,10.3
aberporth,1986,9,0,9.2,161.4,14.4,8.0
aberporth,1986,10,0,82.0,108.9,13.7,8.8
aberporth,1986,11,0,133.8,70.1,10.6,5.7
aberporth,1986,12,0,187.9,39.3,9.3,4.5
aberporth,1987,1,16,18.1,62.0,4.2,0.0
aberporth,1987,2,11,48.3,74.2,6.7,1.7
aberporth,1987,3,10,79.7,108.3,7.3,2.1
aberporth,1987,4,0,50.9,161.6,13.4,6.7
aberporth,1987,5,0,19.8,193.9,12.1,7.3
aberporth,1987,6,0,66.8,162.5,14.3,9.2
aberporth,1987,7,0,45.7,177.6,17.4,12.1
aberporth,1987,8,0,57.3,185.2,17.5,12.3
aberporth,1987,9,0,78.2,151.9,16.3,10.6
aberporth,1987,10,0,219.2,116.1,12.7,7.0
aberporth,1987,11,0,103.0,88.7,9.4,5.3
aberporth,1987,12,6,64.7,56.2,8.2,4.3
aberporth,1988,1,0,164.0,53.0,7.9,3.7
aberporth,1988,2,1,47.2,82.9,7.2,2.8
aberporth,1988,3,2,103.3,107.7,8.5,4.6
aberporth,1988,4,1,40.3,191.7,11.3,4.9
aberporth,1988,5,0,61.9,225.1,13.9,7.7
aberporth,1988,6,0,77.1,203.3,16.4,10.6
aberporth,1988,7,0,76.9,138.2,15.8,11.0
aberporth,1988,8,0,78.7,161.3,16.9,11.2
aberporth,1988,9,0,76.4,152.6,15.3,10.5
aberporth,1988,10,0,98.5,113.1,13.4,8.4
aberporth,1988,11,2,36.9,97.4,9.9,3.9
aberporth,1988,12,0,36.9,26.8,9.8,6.8
aberporth,1989,1,2,69.9,70.9,8.9,4.6
aberporth,1989,2,2,71.6,79.1,8.7,3.6
aberporth,1989,3,3,85.1,104.3,9.9,4.3
aberporth,1989,4,1,63.7,185.1,9.5,3.4
aberporth,1989,5,0,11.9,265.8,15.5,8.8
aberporth,1989,6,0,42.2,251.0,16.7,9.9
aberporth,1989,7,0,34.3,246.2,19.7,13.0
aberporth,1989,8,0,67.5,225.5,18.4,12.5
aberporth,1989,9,0,40.0,114.1,16.4,11.0
aberporth,1989,10,0,104.1,58.2,13.9,9.6
aberporth,1989,11,2,73.8,96.7,10.5,5.2
aberporth,1989,12,3,120.2,49.7,8.0,2.9
aberporth,1990,1,0,118.0,48.0,9.1,4.8
aberporth,1990,2,0,91.2,64.9,9.9,4.6
aberporth,1990,3,0,14.4,100.9,10.5,5.3
aberporth,1990,4,3,20.9,187.0,11.0,4.6
aberporth,1990,5,0,24.3,259.2,15.7,8.8
aberporth,1990,6,0,64.4,151.3,15.7,10.0
aberporth,1990,7,0,33.0,289.9,20.1,12.7
aberporth,1990,8,0,42.6,195.4,19.8,13.7
aberporth,1990,9,0,57.6,164.0,15.7,10.4
aberporth,1990,10,0,108.6,91.7,14.3,9.9
aberporth,1990,11,0,79.2,78.6,9.6,5.5
aberporth,1990,12,3,97.5,48.1,7.5,2.8
aberporth,1991,1,10,97.1,81.4,6.1,1.2
aberporth,1991,2,15,55.4,83.5,5.4,0.1
aberporth,1991,3,0,66.5,113.5,10.0,5.0
aberporth,1991,4,0,77.3,149.9,10.6,5.0
aberporth,1991,5,0,9.4,192.2,12.6,7.6
aberporth,1991,6,0,42.6,167.7,14.3,9.0
aberporth,1991,7,0,79.9,169.9,19.0,13.0
aberporth,1991,8,0,26.0,208.8,19.5,12.8
aberporth,1991,9,0,55.6,184.0,18.2,11.6
aberporth,1991,10,0,142.4,85.5,12.6,8.1
aberporth,1991,11,0,99.6,29.9,9.7,5.4
aberporth,1991,12,4,17.7,33.9,7.9,3.8
aberporth,1992,1,13,47.3,80.8,7.3,2.1
aberporth,1992,2,0,55.5,59.5,8.6,4.4
aberporth,1992,3,0,66.8,59.2,9.6,4.9
aberporth,1992,4,0,69.5,127.2,11.2,5.4
aberporth,1992,5,0,43.8,245.0,16.6,9.1
aberporth,1992,6,0,49.6,212.8,17.6,11.0
aberporth,1992,7,0,60.0,166.2,17.8,12.4
aberporth,1992,8,0,149.3,170.9,16.6,11.3
aberporth,1992,9,0,74.6,116.0,15.2,10.3
aberporth,1992,10,0,77.6,84.1,10.6,6.7
aberporth,1992,11,0,109.6,50.2,10.5,5.9
aberporth,1992,12,5,109.9,74.6,7.2,2.6
aberporth,1993,1,1,93.4,28.6,8.9,3.8
aberporth,1993,2,1,23.5,44.1,7.3,3.7
aberporth,1993,3,0,24.6,101.7,8.8,4.4
aberporth,1993,4,0,57.0,158.5,11.8,6.5
aberporth,1993,5,0,108.4,195.1,13.8,7.8
aberporth,1993,6,0,190.6,182.4,15.9,10.6
aberporth,1993,7,0,74.0,191.2,16.6,11.6
aberporth,1993,8,0,47.8,185.6,16.6,10.9
aberporth,1993,9,0,66.8,136.0,15.2,9.9
aberporth,1993,10,0,45.6,135.8,11.1,6.1
aberporth,1993,11,6,112.9,72.2,8.1,3.1
aberporth,1993,12,1,142.6,28.6,8.5,4.2
aberporth,1994,1,1,106.5,59.1,8.1,3.6
aberporth,1994,2,6,87.2,61.5,6.4,1.7
aberporth,1994,3,0,114.8,104.4,9.5,5.3
aberporth,1994,4,0,73.8,172.2,10.0,4.8
aberporth,1994,5,0,41.3,185.1,13.5,7.4
aberporth,1994,6,0,28.2,183.3,16.0,9.9
aberporth,1994,7,0,54.6,206.2,18.8,12.2
aberporth,1994,8,0,80.0,186.4,17.7,12.0
aberporth,1994,9,0,115.8,109.3,14.7,10.1
aberporth,1994,10,0,91.8,141.9,13.6,8.5
aberporth,1994,11,0,99.6,43.7,12.2,8.8
aberporth,1994,12,2,157.4,51.0,9.8,5.2
aberporth,1995,1,2,145.6,36.9,8.4,3.5
aberporth,1995,2,0,109.1,44.0,9.2,4.5
aberporth,1995,3,4,64.7,149.9,8.3,2.8
aberporth,1995,4,2,26.6,183.8,10.8,5.5
aberporth,1995,5,0,50.2,204.9,14.0,7.7
aberporth,1995,6,0,13.4,260.2,16.5,10.6
aberporth,1995,7,0,36.9,227.8,21.1,13.9
aberporth,1995,8,0,7.8,292.1,22.4,14.9
aberporth,1995,9,0,77.2,158.4,15.9,11.2
aberporth,1995,10,0,86.8,120.2,15.5,10.8
aberporth,1995,11,0,117.0,80.2,10.7,5.8
aberporth,1995,12,9,93.5,67.6,6.0,1.8
aberporth,1996,1,8,75.1,50.0,6.9,3.4
aberporth,1996,2,13,67.4,115.0,6.0,1.1
aberporth,1996,3,3,44.8,94.1,7.7,3.0
aberporth,1996,4,0,58.2,151.2,11.1,4.9
aberporth,1996,5,0,69.4,250.7,11.8,5.4
aberporth,1996,6,0,26.8,252.5,15.7,9.8
aberporth,1996,7,0,28.0,222.2,17.8,12.0
aberporth,1996,8,0,53.0,183.1,17.9,12.2
aberporth,1996,9,0,30.4,204.9,17.0,10.6
aberporth,1996,10,0,107.2,82.7,14.1,10.0
aberporth,1996,11,0,100.6,59.9,9.4,5.1
aberporth,1996,12,8,32.0,83.8,6.3,1.6
aberporth,1997,1,13,4.6,95.7,5.8,1.0
aberporth,1997,2,0,85.0,68.1,9.2,4.2
aberporth,1997,3,0,21.6,146.9,10.8,5.6
aberporth,1997,4,0,14.8,184.5,12.3,6.0
aberporth,1997,5,0,72.6,258.1,14.7,7.9
aberporth,1997,6,0,125.8,134.4,15.8,10.5
aberporth,1997,7,0,58.6,228.9,18.2,11.9
aberporth,1997,8,0,105.2,156.8,20.2,14.1
aberporth,1997,9,0,54.2,145.0,16.7,11.3
aberporth,1997,10,0,65.4,121.6,14.0,8.4
aberporth,1997,11,0,219.0,48.8,11.3,7.4
aberporth,1997,12,2,64.8,50.1,9.1,4.7
aberporth,1998,1,7,125.2,69.8,8.0,3.5
aberporth,1998,2,1,18.2,78.5,9.9,5.5
aberporth,1998,3,0,87.6,80.0,10.1,6.1
aberporth,1998,4,1,111.4,177.2,10.2,4.6
aberporth,1998,5,0,15.0,233.6,14.6,9.3
aberporth,1998,6,0,120.2,178.5,16.1,10.6
aberporth,1998,7,0,39.4,144.3,16.4,12.1
aberporth,1998,8,0,43.4,207.3,17.9,12.0
aberporth,1998,9,0,91.2,135.2,17.0,12.0
aberporth,1998,10,0,124.2,91.6,13.4,8.9
aberporth,1998,11,0,103.0,69.9,9.7,5.6
aberporth,1998,12,5,91.6,32.8,9.1,3.9
aberporth,1999,1,5,143.0,55.1,8.7,3.8
aberporth,1999,2,2,48.6,63.5,8.0,4.1
aberporth,1999,3,0,59.2,101.6,9.4,4.8
aberporth,1999,4,0,63.1,163.5,11.5,6.4
aberporth,1999,5,0,42.6,153.8,14.8,9.3
aberporth,1999,6,0,59.4,199.9,15.6,10.0
aberporth,1999,7,0,14.6,233.4,19.7,13.0
aberporth,1999,8,0,126.8,191.4,18.7,12.6
aberporth,1999,9,0,101.8,140.4,17.5,11.4
aberporth,1999,10,0,84.8,118.5,13.7,8.7
aberporth,1999,11,1,74.2,66.4,10.6,6.6
aberporth,1999,12,3,136.4,42.1,8.5,4.2
aberporth,2000,1,3,54.4,51.9,7.8,3.6
aberporth,2000,2,1,107.0,96.3,8.6,4.3
aberporth,2000,3,0,28.8,138.5,9.3,4.7
aberporth,2000,4,0,87.6,159.9,10.3,4.2
aberporth,2000,5,0,58.4,230.9,14.4,8.3
aberporth,2000,6,0,53.8,194.7,16.9,10.7
aberporth,2000,7,0,75.2,218.4,17.5,11.8
aberporth,2000,8,0,59.4,186.2,18.5,12.3
aberporth,2000,9,0,95.4,112.0,17.1,11.4
aberporth,2000,10,0,195.0,84.2,12.9,8.0
aberporth,2000,11,0,151.8,44.4,9.5,5.3
aberporth,2000,12,5,143.8,42.7,8.4,4.1
aberporth,2001,1,5,56.4,86.8,6.8,2.2
aberporth,2001,2,5,91.0,95.7,7.6,2.7
aberporth,2001,3,6,77.0,105.9,8.3,2.9
aberporth,2001,4,0,76.0,152.5,9.9,4.8
aberporth,2001,5,0,44.4,236.8,15.4,8.6
aberporth,2001,6,0,28.0,194.1,16.6,10.2
aberporth,2001,7,0,98.6,181.0,17.4,11.9
aberporth,2001,8,0,97.6,166.7,17.9,12.6
aberporth,2001,9,0,54.2,127.8,15.6,11.5
aberporth,2001,10,0,147.4,110.2,15.1,10.5
aberporth,2001,11,0,87.8,38.2,11.1,6.7
aberporth,2001,12,6,41.0,81.9,7.8,2.5
aberporth,2002,1,4,113.0,53.5,9.2,4.1
aberporth,2002,2,1,111.2,70.0,9.6,4.6
aberporth,2002,3,0,48.8,124.1,10.6,5.1
aberporth,2002,4,0,56.8,175.3,11.6,5.6
aberporth,2002,5,0,120.6,205.3,13.9,8.1
aberporth,2002,6,0,50.2,,15.5,10.1
aberporth,2002,7,0,46.0,145.1,16.9,11.7
aberporth,2002,8,0,56.6,152.0,17.4,12.6
aberporth,2002,9,0,43.0,188.7,17.3,10.9
aberporth,2002,10,0,141.4,90.6,13.3,8.4
aberporth,2002,11,0,180.2,40.1,11.3,7.6
aberporth,2002,12,0,84.8,46.4,8.2,4.9
aberporth,2003,1,9,57.6,84.3,7.4,3.2
aberporth,2003,2,7,27.6,107.9,7.4,2.3
aberporth,2003,3,0,46.4,192.0,11.3,4.8
aberporth,2003,4,0,36.8,194.9,13.7,6.5
aberporth,2003,5,0,51.6,173.9,13.7,8.0
aberporth,2003,6,0,46.8,211.4,17.8,11.1
aberporth,2003,7,0,71.8,144.7,19.1,13.1
aberporth,2003,8,0,25.4,204.2,19.7,13.8
aberporth,2003,9,0,62.8,149.0,17.3,10.7
aberporth,2003,10,0,78.8,121.0,12.4,7.0
aberporth,2003,11,0,111.4,73.3,11.1,6.5
aberporth,2003,12,3,91.2,56.1,8.4,3.8
aberporth,2004,1,1,99.0,49.0,8.2,3.8
aberporth,2004,2,2,48.4,99.0,7.6,3.8
aberporth,2004,3,4,30.4,154.1,9.5,3.9
aberporth,2004,4,0,50.4,118.7,10.8,6.2
aberporth,2004,5,0,36.2,,13.9,8.1
aberporth,2004,6,0,25.8,210.3,17.6,11.5
aberporth,2004,7,0,46.9,165.4,17.0,11.7
aberporth,2004,8,0,160.0,144.3,19.1,13.6
aberporth,2004,9,0,81.8,132.3,16.9,12.0
aberporth,2004,10,0,168.8,104.5,12.9,8.2
aberporth,2004,11,0,56.2,43.6,10.5,7.5
aberporth,2004,12,1,89.6,49.3,9.1,4.8
aberporth,2005,1,0,53.4,53.4,8.8,5.0
aberporth,2005,2,2,44.8,74.3,6.8,2.7
aberporth,2005,3,2,25.6,88.5,10.0,5.4
aberporth,2005,4,0,83.2,158.5,11.7,5.7
aberporth,2005,5,0,30.2,225.1,13.6,7.6
aberporth,2005,6,0,29.6,185.3,17.2,11.6
aberporth,2005,7,0,77.8,175.4,18.4,12.8
aberporth,2005,8,0,40.2,225.7,18.2,12.3
aberporth,2005,9,0,58.2,147.3,17.4,11.7
aberporth,2005,10,0,194.4,81.2,14.6,10.6
aberporth,2005,11,1,128.2,81.9,10.3,4.8
aberporth,2005,12,5,57.2,48.2,8.3,4.0
aberporth,2006,1,6,30.2,92.5,7.0,2.8
aberporth,2006,2,6,50.8,74.6,6.5,2.2
aberporth,2006,3,5,79.6,106.0,7.9,2.9
aberporth,2006,4,0,39.2,185.4,10.5,5.8
aberporth,2006,5,0,118.6,159.5,13.9,8.1
aberporth,2006,6,0,19.0,254.4,18.0,11.3
aberporth,2006,7,0,32.8,236.6,21.2,13.7
aberporth,2006,8,0,68.0,123.5,17.1,12.9
aberporth,2006,9,0,53.6,160.9,18.7,13.0
aberporth,2006,10,0,81.8,108.5,15.1,10.6
aberporth,2006,11,0,132.2,94.2,11.3,6.1
aberporth,2006,12,3,153.8,44.2,9.3,5.3
aberporth,2007,1,0,94.8,57.5,9.5,5.5
aberporth,2007,2,2,91.9,87.6,8.8,4.0
aberporth,2007,3,0,69.0,151.6,9.5,4.4
aberporth,2007,4,0,9.8,235.1,13.8,7.4
aberporth,2007,5,0,81.8,216.8,14.3,8.5
aberporth,2007,6,0,92.1,158.2,16.9,11.6
aberporth,2007,7,0,155.2,181.2,16.7,11.8
aberporth,2007,8,0,59.4,175.1,17.0,12.3
aberporth,2007,9,0,57.4,147.8,16.1,11.6
aberporth,2007,10,0,28.8,117.7,14.0,9.2
aberporth,2007,11,1,48.6,52.9,10.8,6.8
aberporth,2007,12,7,103.6,74.4,8.7,3.6
aberporth,2008,1,1,140.0,54.7,9.4,4.7
aberporth,2008,2,3,44.4,133.1,9.5,3.3
aberporth,2008,3,0,75.8,118.8,8.7,4.4
aberporth,2008,4,2,79.4,184.5,10.7,4.9
aberporth,2008,5,0,63.9,194.9,16.5,9.6
aberporth,2008,6,0,60.5,234.2,15.8,10.1
aberporth,2008,7,0,84.4,177.2,17.9,12.5
aberporth,2008,8,0,102.8,94.4,17.6,13.0
aberporth,2008,9,0,72.6,139.0,15.9,10.2
aberporth,2008,10,0,153.6,101.6,12.4,8.4
aberporth,2008,11,1,80.3,66.1,9.7,6.3
aberporth,2008,12,6,67.6,73.6,7.4,3.1
aberporth,2009,1,9,113.0,90.9,6.8,1.4
aberporth,2009,2,7,23.6,56.2,6.7,2.7
aberporth,2009,3,1,34.6,151.0,9.6,4.2
aberporth,2009,4,0,60.2,178.6,12.0,6.0
aberporth,2009,5,0,70.8,204.1,14.3,8.0
aberporth,2009,6,0,59.8,221.9,17.7,10.9
aberporth,2009,7,0,154.8,156.8,18.0,12.6
aberporth,2009,8,0,59.4,159.7,18.3,12.5
aberporth,2009,9,0,22.8,145.1,15.9,11.0
aberporth,2009,10,0,82.4,78.9,14.3,9.6
aberporth,2009,11,0,203.8,44.5,11.1,6.6
aberporth,2009,12,5,124.8,67.7,6.9,2.4
aberporth,2010,1,11,55.4,86.1,5.1,0.9
aberporth,2010,2,6,38.1,100.8,5.9,1.4
aberporth,2010,3,4,64.8,147.3,8.5,3.0
aberporth,2010,4,0,30.4,215.5,11.6,5.3
aberporth,2010,5,0,58.6,239.8,13.2,7.6
aberporth,2010,6,0,23.2,259.3,17.6,10.6
aberporth,2010,7,0,122.2,115.4,18.1,13.0
aberporth,2010,8,0,34.2,153.5,16.9,12.2
aberporth,2010,9,0,62.3,143.2,16.6,11.5
aberporth,2010,10,0,93.8,139.7,13.7,8.2
aberporth,2010,11,5,108.0,78.6,8.8,4.0
aberporth,2010,12,17,22.8,79.1,4.5,0.1
aberporth,2011,1,9,91.6,80.5,6.5,2.1
aberporth,2011,2,1,52.2,68.4,9.2,4.7
aberporth,2011,3,5,24.2,193.8,9.6,3.5
aberporth,2011,4,0,19.2,223.4,14.6,8.0
aberporth,2011,5,0,44.4,194.4,15.0,8.8
aberporth,2011,6,0,51.2,234.1,15.8,9.9
aberporth,2011,7,0,50.0,206.3,17.3,11.5
aberporth,2011,8,0,64.0,141.6,17.5,11.8
aberporth,2011,9,0,62.2,126.5,17.0,12.0
aberporth,2011,10,0,85.2,72.9,14.8,10.5
aberporth,2011,11,0,66.0,73.4,12.6,8.1
aberporth,2011,12,0,126.4,25.0,9.3,5.5
aberporth,2012,1,0,64.6,59.6,8.4,4.9
aberporth,2012,2,10,38.2,68.0,7.5,2.8
aberporth,2012,3,0,23.8,166.1,11.6,5.9
aberporth,2012,4,1,93.0,113.2,9.8,4.6
aberporth,2012,5,0,57.4,213.8,14.3,8.2
aberporth,2012,6,0,148.0,143.9,15.7,10.6
aberporth,2012,7,0,76.2,139.4,16.6,11.7
aberporth,2012,8,0,100.2,141.1,18.4,13.4
aberporth,2012,9,0,86.8,137.9,15.3,10.2
aberporth,2012,10,0,135.6,98.6,12.7,8.2
aberporth,2012,11,1,160.4,60.4,9.6,4.9
aberporth,2012,12,4,168.6,53.4,8.4,4.2
aberporth,2013,1,10,74.1,47.4,6.8,3.1
aberporth,2013,2,4,60.4,90.5,6.7,2.0
aberporth,2013,3,13,40.0,127.3,6.6,1.0
aberporth,2013,4,5,33.4,184.2,10.3,4.3
aberporth,2013,5,0,60.8,196.9,12.2,6.4
aberporth,2013,6,0,45.0,217.9,15.9,9.9
aberporth,2013,7,0,36.0,291.5,20.7,13.6
aberporth,2013,8,0,73.4,152.7,18.6,13.2
aberporth,2013,9,0,61.8,96.7,16.8,11.6
aberporth,2013,10,0,137.4,71.3,14.8,10.9
aberporth,2013,11,0,89.8,54.5,10.0,5.7
aberporth,2013,12,0,161.4,40.0,9.6,4.8
aberporth,2014,1,0,195.4,28.8,8.4,4.0
aberporth,2014,2,0,171.6,73.8,8.3,3.8
aberporth,2014,3,0,48.8,131.0,10.5,4.4
aberporth,2014,4,0,55.8,160.1,12.7,6.9
aberporth,2014,5,0,63.4,144.1,14.3,8.9
aberporth,2014,6,0,54.8,253.3,17.1,11.1
aberporth,2014,7,0,20.2,205.8,19.3,13.4
aberporth,2014,8,0,106.8,169.2,17.5,12.2
aberporth,2014,9,0,12.6,174.2,18.3,11.9
aberporth,2014,10,0,110.6,76.8,14.7,10.1
aberporth,2014,11,0,122.8,80.6,11.2,6.4
aberporth,2014,12,1,83.2,46.1,8.9,4.9
aberporth,2015,1,2,97.6,45.3,7.7,3.5
aberporth,2015,2,5,59.0,69.5,6.9,2.5
aberporth,2015,3,0,54.0,137.8,8.8,3.8
aberporth,2015,4,0,26.2,221.5,12.8,5.4
aberporth,2015,5,0,82.4,163.6,12.9,7.7
aberporth,2015,6,0,39.0,226.7,16.7,10.2
aberporth,2015,7,0,97.0,168.2,17.8,12.1
aberporth,2015,8,0,77.8,158.7,17.6,11.7
aberporth,2015,9,0,51.8,153.9,16.0,10.2
aberporth,2015,10,0,75.0,99.2,13.9,8.8
aberporth,2015,11,0,148.0,32.7,12.6,7.7
aberporth,2015,12,0,210.4,21.1,11.8,7.7
aberporth,2016,1,0,146.0,25.5,8.9,4.5
aberporth,2016,2,2,85.6,64.4,7.8,3.5
aberporth,2016,3,0,64.4,129.5,8.7,3.5
aberporth,2016,4,0,52.2,143.9,10.2,4.9
aberporth,2016,5,0,56.4,190.9,15.2,8.8
aberporth,2016,6,0,75.8,149.9,17.0,11.7
aberporth,2016,7,0,50.4,140.4,18.3,12.9
aberporth,2016,8,0,41.4,150.4,18.9,13.2
aberporth,2016,9,0,98.8,103.4,17.9,12.2
aberporth,2016,10,0,40.2,135.4,14.1,8.6
aberporth,2016,11,1,76.6,73.7,9.4,5.4
aberporth,2016,12,1,54.2,46.5,10.0,5.4
aberporth,2017,1,2,55.2,60.5,7.9,3.9
aberporth,2017,2,1,75.4,51.5,8.8,4.6
aberporth,2017,3,0,110.8,96.2,11.1,5.5
aberporth,2017,4,0,16.6,158.6,11.5,6.6
aberporth,2017,5,0,32.4,224.3,16.2,9.4
aberporth,2017,6,0,105.4,171.6,17.8,11.8
aberporth,2017,7,0,85.6,165.2,18.3,12.6
aberporth,2017,8,0,99.0,142.7,17.6,12.0
aberporth,2017,9,0,145.0,90.2,15.9,11.0
aberporth,2017,10,0,29.8,57.8,14.6,10.5
aberporth,2017,11,0,130.2,38.8,10.7,6.6
aberporth,2017,12,1,123.0,32.4,8.6,4.9
aberporth,2018,1,0,117.2,53.5,8.4,3.8
aberporth,2018,2,10,48.6,91.3,6.3,1.3
aberporth,2018,3,6,97.0,100.6,7.7,2.3
aberporth,2018,4,0,70.6,152.2,12.1,6.4
aberporth,2018,5,0,33.4,219.4,15.3,8.1
aberporth,2018,6,0,10.2,270.2,19.1,12.4
aberporth,2018,7,0,58.6,244.8,20.3,13.4
aberporth,2018,8,0,63.8,128.5,18.5,12.6
aberporth,2018,9,0,94.0,132.5,16.0,10.8
aberporth,2018,10,0,131.6,107.7,13.5,8.5
aberporth,2018,11,0,154.0,81.8,10.9,6.3
aberporth,2018,12,0,125.2,11.3,9.9,6.3
aberporth,2019,1,3,53.8,31.9,7.3,3.8
aberporth,2019,2,1,52.8,110.5,11.0,5.0
aberporth,2019,3,0,83.0,121.4,10.1,5.1
aberporth,2019,4,0,74.4,145.8,13.3,6.4
aberporth,2019,5,0,15.0,224.1,14.2,7.9
aberporth,2019,6,0,138.2,165.6,16.3,10.6
aberporth,2019,7,0,21.6,208.9,19.2,13.2
aberporth,2019,8,0,69.4,192.4,19.4,13.4
aberporth,2019,9,0,103.0,159.7,17.2,11.8
aberporth,2019,10,0,138.2,78.0,13.1,8.4
aberporth,2019,11,0,155.2,45.4,9.3,5.5
aberporth,2019,12,1,126.6,41.8,9.1,4.6
aberporth,2020,1,0,102.8,45.4,8.9,4.7
aberporth,2020,2,0,150.8,64.6,9.0,4.4
aberporth,2020,3,0,50.4,168.2,9.9,4.0
aberporth,2020,4,0,23.8,225.9,14.8,7.0
aberporth,2020,5,0,7.4,306.0,16.8,8.6
aberporth,2020,6,0,111.8,145.9,17.0,11.2
armagh,1853,1,,57.3,,,
armagh,1853,2,,32.3,,,
armagh,1853,3,,65.5,,,
armagh,1853,4,,46.2,,,
armagh,1853,5,,13.2,,,
armagh,1853,6,,53.3,,,
armagh,1853,7,,78.0,,,
armagh,1853,8,,56.6,,,
armagh,1853,9,,24.5,,,
armagh,1853,10,,94.8,,,
armagh,1853,11,,75.5,,,
armagh,1853,12,,39.1,,,
armagh,1854,1,,78.9,,,
armagh,1854,2,,38.8,,,
armagh,1854,3,,41.2,,,
armagh,1854,4,,4.5,,,
armagh,1854,5,,73.5,,,
armagh,1854,6,,115.4,,,
armagh,1854,7,,133.1,,,
armagh,1854,8,,65.6,,,
armagh,1854,9,,42.4,,,
armagh,1854,10,,73.6,,,
armagh,1854,11,,63.0,,,
armagh,1854,12,,107.2,,,
armagh,1855,1,,7.3,,,
armagh,1855,2,,38.7,,,
armagh,1855,3,,54.2,,,
armagh,1855,4,,34.2,,,
armagh,1855,5,,62.2,,,
armagh,1855,6,,60.2,,,
armagh,1855,7,,71.5,,,
armagh,1855,8,,83.3,,,
armagh,1855,9,,37.4,,,
armagh,1855,10,,81.9,,,
armagh,1855,11,,17.4,,,
armagh,1855,12,,54.3,,,
armagh,1856,1,,58.7,,,
armagh,1856,2,,38.8,,,
armagh,1856,3,,21.1,,,
armagh,1856,4,,26.3,,,
armagh,1856,5,,107.4,,,
armagh,1856,6,,58.1,,,
armagh,1856,7,,39.4,,,
armagh,1856,8,,66.9,,,
armagh,1856,9,,80.1,,,
armagh,1856,10,,36.5,,,
armagh,1856,11,,36.1,,,
armagh,1856,12,,90.5,,,
armagh,1857,1,,82.7,,,
armagh,1857,2,,41.6,,,
armagh,1857,3,,99.3,,,
armagh,1857,4,,112.2,,,
armagh,1857,5,,31.6,,,
armagh,1857,6,,47.5,,,
armagh,1857,7,,70.5,,,
armagh,1857,8,,76.0,,,
armagh,1857,9,,45.7,,,
armagh,1857,10,,40.2,,,
armagh,1857,11,,84.6,,,
armagh,1857,12,,42.7,,,
armagh,1858,1,,37.0,,,
armagh,1858,2,,32.8,,,
armagh,1858,3,,27.4,,,
armagh,1858,4,,133.8,,,
armagh,1858,5,,83.9,,,
armagh,1858,6,,26.3,,,
armagh,1858,7,,78.5,,,
armagh,1858,8,,84.6,,,
armagh,1858,9,,47.1,,,
armagh,1858,10,,61.8,,,
armagh,1858,11,,30.1,,,
armagh,1858,12,,93.2,,,
armagh,1859,1,,72.1,,,
armagh,1859,2,,36.4,,,
armagh,1859,3,,64.9,,,
armagh,1859,4,,62.1,,,
armagh,1859,5,,10.3,,,
armagh,1859,6,,33.7,,,
armagh,1859,7,,47.0,,,
armagh,1859,8,,81.8,,,
armagh,1859,9,,102.2,,,
armagh,1859,10,,38.7,,,
armagh,1859,11,,84.9,,,
armagh,1859,12,,63.2,,,
armagh,1860,1,,89.3,,,
armagh,1860,2,,28.4,,,
armagh,1860,3,,52.5,,,
