                         tmax  tmin    af   rain    sun   asml        lat      long           gridRef
station         yyyy mm                                                                              
aberporth       1941 1    NaN   NaN   NaN   74.7    NaN  133.0  52.139000 -4.570000   224100E 252100N
                1964 1    6.9   2.5   6.0   20.2   40.1  133.0  52.139000 -4.570000   224100E 252100N
                     2    7.3   2.9   6.0   20.2   76.5  133.0  52.139000 -4.570000   224100E 252100N
                     3    7.9   2.8   4.0   55.1  108.5  133.0  52.139000 -4.570000   224100E 252100N
                     4   11.0   5.6   0.0   53.2  131.4  133.0  52.139000 -4.570000   224100E 252100N
                     5   15.3   9.2   0.0   55.3  188.2  133.0  52.139000 -4.570000   224100E 252100N
                     6   15.6  10.3   0.0   48.8  142.2  133.0  52.139000 -4.570000   224100E 252100N
                     7   17.2  12.2   0.0   53.4  158.1  133.0  52.139000 -4.570000   224100E 252100N
                     8   17.7  12.0   0.0   45.7  195.8  133.0  52.139000 -4.570000   224100E 252100N
                     9   17.3  11.1   0.0   34.1  154.4  133.0  52.139000 -4.570000   224100E 252100N
                     10  12.8   7.4   0.0   90.4  117.6  133.0  52.139000 -4.570000   224100E 252100N
                     11  11.0   6.2   1.0   60.2   72.3  133.0  52.139000 -4.570000   224100E 252100N
                     12   7.8   2.4   5.0  144.3   49.1  133.0  52.139000 -4.570000   224100E 252100N
                1965 1    6.8   2.5   9.0  110.7   77.0  133.0  52.139000 -4.570000   224100E 252100N
                     2    5.6   1.4   8.0   13.0   57.1  133.0  52.139000 -4.570000   224100E 252100N
                     3    9.2   3.2   6.0   75.0  136.6  133.0  52.139000 -4.570000   224100E 252100N
                     4   11.0   5.2   0.0   52.6  188.9  133.0  52.139000 -4.570000   224100E 252100N
                     5   14.2   8.2   0.0   34.2  179.6  133.0  52.139000 -4.570000   224100E 252100N
                     6   15.8   9.9   0.0   83.2  204.7  133.0  52.139000 -4.570000   224100E 252100N
                     7   16.1  10.9   0.0   52.2  162.2  133.0  52.139000 -4.570000   224100E 252100N
                     8   17.7  12.0   0.0   37.5  189.1  133.0  52.139000 -4.570000   224100E 252100N
                     9   14.5   9.5   0.0  110.8  114.3  133.0  52.139000 -4.570000   224100E 252100N
                     10  15.1   8.8   0.0   35.6  156.9  133.0  52.139000 -4.570000   224100E 252100N
                     11   8.1   3.6   6.0  110.8   85.5  133.0  52.139000 -4.570000   224100E 252100N
                     12   8.8   4.2   3.0  186.1   53.9  133.0  52.139000 -4.570000   224100E 252100N
                1966 1    6.0   2.2  11.0   54.7   44.3  133.0  52.139000 -4.570000   224100E 252100N
                     2    8.3   4.2   3.0  120.4   45.4  133.0  52.139000 -4.570000   224100E 252100N
                     3    9.3   4.8   0.0   23.9  112.5  133.0  52.139000 -4.570000   224100E 252100N
                     4   10.7   5.1   2.0  107.9  113.7  133.0  52.139000 -4.570000   224100E 252100N
                     5   13.8   7.3   0.0   62.8  242.0  133.0  52.139000 -4.570000   224100E 252100N
                     6   16.8  11.2   0.0   79.3  165.4  133.0  52.139000 -4.570000   224100E 252100N
                     7   16.3  11.8   0.0   83.7  190.1  133.0  52.139000 -4.570000   224100E 252100N
                     8   17.0  11.1   0.0   54.1  187.1  133.0  52.139000 -4.570000   224100E 252100N
                     9   17.0  11.1   0.0   46.3  177.0  133.0  52.139000 -4.570000   224100E 252100N
                     10  13.1   8.0   0.0  155.9  110.9  133.0  52.139000 -4.570000   224100E 252100N
                     11   8.5   4.7   0.0   75.3   39.4  133.0  52.139000 -4.570000   224100E 252100N
                     12   8.9   4.9   0.0  102.3   34.0  133.0  52.139000 -4.570000   224100E 252100N
                1967 1    7.4   3.4   3.0   78.3   48.7  133.0  52.139000 -4.570000   224100E 252100N
                     2    8.1   3.3   2.0   90.5   96.1  133.0  52.139000 -4.570000   224100E 252100N
                     3    9.1   4.6   0.0   36.7  149.4  133.0  52.139000 -4.570000   224100E 252100N
                     4    9.8   5.1   1.0   19.6  137.4  133.0  52.139000 -4.570000   224100E 252100N
                     5   12.0   6.7   0.0  110.3  170.4  133.0  52.139000 -4.570000   224100E 252100N
                     6   16.3  10.1   0.0   32.1  246.0  133.0  52.139000 -4.570000   224100E 252100N
                     7   18.2  11.9   0.0   92.8  168.9  133.0  52.139000 -4.570000   224100E 252100N
                     8   17.5  11.9   0.0   52.1  158.6  133.0  52.139000 -4.570000   224100E 252100N
                     9   15.5  10.8   0.0  149.3  148.3  133.0  52.139000 -4.570000   224100E 252100N
                     10  12.9   8.5   0.0  173.8   66.9  133.0  52.139000 -4.570000   224100E 252100N
                     11   9.2   3.9   1.0   64.7   77.1  133.0  52.139000 -4.570000   224100E 252100N
                     12   8.1   4.2   5.0   65.4   37.5  133.0  52.139000 -4.570000   224100E 252100N
                1968 1    7.8   3.1   6.0   89.8   28.9  133.0  52.139000 -4.570000   224100E 252100N
                     2    5.5   0.2  12.0   29.9  113.2  133.0  52.139000 -4.570000   224100E 252100N
                     3    8.6   3.6   3.0   49.2  130.2  133.0  52.139000 -4.570000   224100E 252100N
                     4   10.8   4.2   3.0   90.4  189.6  133.0  52.139000 -4.570000   224100E 252100N
                     5   12.0   6.4   0.0   47.5  173.8  133.0  52.139000 -4.570000   224100E 252100N
                     6   16.4  10.3   0.0   69.9  223.5  133.0  52.139000 -4.570000   224100E 252100N
                     7   16.8  11.3   0.0   56.8  228.4  133.0  52.139000 -4.570000   224100E 252100N
                     8   18.0  12.6   0.0   39.6  196.9  133.0  52.139000 -4.570000   224100E 252100N
                     9   15.8  10.9   0.0   90.6  107.1  133.0  52.139000 -4.570000   224100E 252100N
                     10  14.7  10.8   0.0   93.8   58.9  133.0  52.139000 -4.570000   224100E 252100N
                     11   9.4   5.2   3.0   65.6   52.8  133.0  52.139000 -4.570000   224100E 252100N
                     12   6.7   2.4   5.0   86.3   44.6  133.0  52.139000 -4.570000   224100E 252100N
                1969 1    7.9   4.1   2.0  107.2   34.6  133.0  52.139000 -4.570000   224100E 252100N
                     2    4.5   0.1  13.0   46.2   63.1  133.0  52.139000 -4.570000   224100E 252100N
                     3    7.5   2.0   5.0   48.8  123.5  133.0  52.139000 -4.570000   224100E 252100N
                     4   10.5   4.5   0.0   47.3  205.2  133.0  52.139000 -4.570000   224100E 252100N
                     5   13.1   7.5   0.0   94.8  160.8  133.0  52.139000 -4.570000   224100E 252100N
                     6   16.2   9.6   0.0   45.8  278.7  133.0  52.139000 -4.570000   224100E 252100N
                     7   18.5  12.1   0.0   29.5  193.4  133.0  52.139000 -4.570000   224100E 252100N
                     8   17.2  12.5   0.0   78.6  138.1  133.0  52.139000 -4.570000   224100E 252100N
                     9   16.1  11.4   0.0   25.8   78.9  133.0  52.139000 -4.570000   224100E 252100N
                     10  16.1  10.8   0.0   30.3  114.5  133.0  52.139000 -4.570000   224100E 252100N
                     11   9.0   4.2   2.0  146.4   45.9  133.0  52.139000 -4.570000   224100E 252100N
                     12   6.8   2.4   8.0   99.6   41.2  133.0  52.139000 -4.570000   224100E 252100N
                1970 1    7.5   3.1   7.0   97.5   40.2  133.0  52.139000 -4.570000   224100E 252100N
                     2    6.2   1.9   7.0   79.2   96.2  133.0  52.139000 -4.570000   224100E 252100N
                     3    6.6   2.0   8.0   76.1  101.2  133.0  52.139000 -4.570000   224100E 252100N
                     4    8.8   4.2   2.0   67.0  135.2  133.0  52.139000 -4.570000   224100E 252100N
                     5   14.5   8.5   0.0   28.1  148.9  133.0  52.139000 -4.570000   224100E 252100N
                     6   18.5  11.5   0.0   47.3  206.5  133.0  52.139000 -4.570000   224100E 252100N
                     7   16.6  11.3   0.0   57.4  150.3  133.0  52.139000 -4.570000   224100E 252100N
                     8   17.8  12.3   0.0   42.6  151.8  133.0  52.139000 -4.570000   224100E 252100N
                     9   16.8  11.5   0.0   49.4  120.4  133.0  52.139000 -4.570000   224100E 252100N
                     10  13.3   8.6   0.0  108.3   75.4  133.0  52.139000 -4.570000   224100E 252100N
                     11  10.8   6.4   0.0  181.4   41.7  133.0  52.139000 -4.570000   224100E 252100N
                     12   7.5   3.3   6.0   42.9   69.4  133.0  52.139000 -4.570000   224100E 252100N
                1971 1    7.7   3.5   4.0  106.9   36.7  133.0  52.139000 -4.570000   224100E 252100N
                     2    7.4   2.7   4.0   31.7   57.4  133.0  52.139000 -4.570000   224100E 252100N
                     3    7.5   3.1   5.0   62.8   84.0  133.0  52.139000 -4.570000   224100E 252100N
                     4   10.7   4.7   0.0   59.4  139.0  133.0  52.139000 -4.570000   224100E 252100N
                     5   14.2   7.5   0.0   44.7  260.9  133.0  52.139000 -4.570000   224100E 252100N
                     6   14.7   9.1   0.0  116.9  159.9  133.0  52.139000 -4.570000   224100E 252100N
                     7   18.4  12.3   0.0   61.4  254.3  133.0  52.139000 -4.570000   224100E 252100N
                     8   17.2  12.5   0.0  136.4  124.9  133.0  52.139000 -4.570000   224100E 252100N
                     9   18.2  11.2   0.0   42.3  162.5  133.0  52.139000 -4.570000   224100E 252100N
                     10  14.9   9.1   0.0   80.0  128.5  133.0  52.139000 -4.570000   224100E 252100N
                     11  10.2   5.2   2.0   89.5   58.8  133.0  52.139000 -4.570000   224100E 252100N
                     12   9.0   5.3   2.0   48.5   43.0  133.0  52.139000 -4.570000   224100E 252100N
                1972 1    6.8   2.8   3.0  102.0   48.1  133.0  52.139000 -4.570000   224100E 252100N
                     2    7.0   2.7   1.0   88.4   54.9  133.0  52.139000 -4.570000   224100E 252100N
                     3    9.1   3.8   2.0   61.1  127.9  133.0  52.139000 -4.570000   224100E 252100N
                     4   10.2   5.6   0.0   75.5  164.5  133.0  52.139000 -4.570000   224100E 252100N
                     5   12.0   6.9   0.0   65.2  178.9  133.0  52.139000 -4.570000   224100E 252100N
                     6   12.9   7.7   0.0  128.5  152.5  133.0  52.139000 -4.570000   224100E 252100N
                     7   17.0  11.7   0.0   67.7  182.0  133.0  52.139000 -4.570000   224100E 252100N
                     8   16.5  11.2   0.0   32.1  202.1  133.0  52.139000 -4.570000   224100E 252100N
                     9   15.2   9.0   0.0   40.6  198.0  133.0  52.139000 -4.570000   224100E 252100N
                     10  13.9   8.5   0.0   54.8  101.1  133.0  52.139000 -4.570000   224100E 252100N
                     11   9.6   5.6   1.0   91.7   63.7  133.0  52.139000 -4.570000   224100E 252100N
                     12   9.2   4.7   0.0  103.4   40.1  133.0  52.139000 -4.570000   224100E 252100N
                1973 1    7.4   3.5   5.0   45.2   40.1  133.0  52.139000 -4.570000   224100E 252100N
                     2    7.1   3.2   4.0   45.8   54.0  133.0  52.139000 -4.570000   224100E 252100N
                     3    9.1   3.5   0.0   36.0  150.5  133.0  52.139000 -4.570000   224100E 252100N
                     4    9.2   4.5   2.0   44.5  174.6  133.0  52.139000 -4.570000   224100E 252100N
                     5   14.2   7.9   0.0   66.7  167.5  133.0  52.139000 -4.570000   224100E 252100N
                     6   16.2  10.0   0.0   20.3  230.0  133.0  52.139000 -4.570000   224100E 252100N
                     7   16.8  11.6   0.0   75.4  188.0  133.0  52.139000 -4.570000   224100E 252100N
                     8   19.5  13.2   0.0  119.9  169.4  133.0  52.139000 -4.570000   224100E 252100N
                     9   16.9  11.3   0.0   68.7  144.8  133.0  52.139000 -4.570000   224100E 252100N
                     10  12.8   7.9   0.0   55.6   94.2  133.0  52.139000 -4.570000   224100E 252100N
                     11  10.1   5.9   0.0   83.5   56.4  133.0  52.139000 -4.570000   224100E 252100N
                     12   8.4   3.7   5.0   94.2   52.8  133.0  52.139000 -4.570000   224100E 252100N
                1974 1    8.6   3.8   2.0  203.2   44.6  133.0  52.139000 -4.570000   224100E 252100N
                     2    7.9   3.1   0.0  116.1   59.7  133.0  52.139000 -4.570000   224100E 252100N
                     3    8.5   3.0   2.0   47.6  125.0  133.0  52.139000 -4.570000   224100E 252100N
                     4   12.4   5.2   0.0   15.9  220.3  133.0  52.139000 -4.570000   224100E 252100N
                     5   13.0   6.9   0.0   51.3  195.8  133.0  52.139000 -4.570000   224100E 252100N
                     6   15.8  10.1   0.0   54.0  205.1  133.0  52.139000 -4.570000   224100E 252100N
                     7   16.7  11.6   0.0   54.2  173.7  133.0  52.139000 -4.570000   224100E 252100N
                     8   17.1  11.1   0.0   47.9  177.2  133.0  52.139000 -4.570000   224100E 252100N
                     9   14.0   9.2   0.0  124.2  118.8  133.0  52.139000 -4.570000   224100E 252100N
                     10  10.5   6.8   0.0  114.0   65.2  133.0  52.139000 -4.570000   224100E 252100N
                     11   9.3   5.2   0.0   89.2   60.0  133.0  52.139000 -4.570000   224100E 252100N
                     12   9.9   6.2   0.0   78.9   27.2  133.0  52.139000 -4.570000   224100E 252100N
                1975 1    9.1   5.0   0.0  132.3   31.5  133.0  52.139000 -4.570000   224100E 252100N
                     2    8.7   2.8   0.0   31.6  119.1  133.0  52.139000 -4.570000   224100E 252100N
                     3    7.2   3.0   3.0   42.0  115.8  133.0  52.139000 -4.570000   224100E 252100N
                     4   10.3   5.0   1.0   70.6  148.5  133.0  52.139000 -4.570000   224100E 252100N
                     5   12.5   6.6   0.0   23.9  267.3  133.0  52.139000 -4.570000   224100E 252100N
                     6   17.0  10.5   0.0    4.3  274.9  133.0  52.139000 -4.570000   224100E 252100N
                     7   18.7  13.0   0.0   48.0  195.3  133.0  52.139000 -4.570000   224100E 252100N
                     8   19.3  13.6   0.0   47.2  178.2  133.0  52.139000 -4.570000   224100E 252100N
                     9   15.6  10.0   0.0   66.8  154.3  133.0  52.139000 -4.570000   224100E 252100N
                     10  13.4   7.9   0.0   59.5  138.1  133.0  52.139000 -4.570000   224100E 252100N
                     11   9.9   5.2   0.0   69.1   60.7  133.0  52.139000 -4.570000   224100E 252100N
                     12   8.3   4.6   3.0   59.9   25.1  133.0  52.139000 -4.570000   224100E 252100N
                1976 1    8.0   4.9   2.0   48.1   27.9  133.0  52.139000 -4.570000   224100E 252100N
                     2    7.1   2.6   5.0   40.5   79.7  133.0  52.139000 -4.570000   224100E 252100N
                     3    8.1   2.2   5.0   62.0  116.1  133.0  52.139000 -4.570000   224100E 252100N
                     4   10.5   4.4   0.0   19.2  178.5  133.0  52.139000 -4.570000   224100E 252100N
                     5   13.5   7.6   0.0   56.6  164.3  133.0  52.139000 -4.570000   224100E 252100N
                     6   18.9  11.1   0.0   11.5  210.4  133.0  52.139000 -4.570000   224100E 252100N
                     7   19.6  13.2   0.0   13.2  193.5  133.0  52.139000 -4.570000   224100E 252100N
                     8   20.4  13.5   0.0    0.8  288.5  133.0  52.139000 -4.570000   224100E 252100N
                     9   15.6  10.6   0.0  157.8   99.2  133.0  52.139000 -4.570000   224100E 252100N
                     10  12.7   7.5   0.0  155.2   76.1  133.0  52.139000 -4.570000   224100E 252100N
                     11   9.7   5.1   0.0   81.1   77.7  133.0  52.139000 -4.570000   224100E 252100N
                     12   5.6   1.6   6.0   83.0   57.5  133.0  52.139000 -4.570000   224100E 252100N
                1977 1    5.9   1.8   8.0   79.3   48.0  133.0  52.139000 -4.570000   224100E 252100N
                     2    8.3   3.4   2.0  150.6   63.9  133.0  52.139000 -4.570000   224100E 252100N
                     3    9.8   4.7   0.0   56.9   82.3  133.0  52.139000 -4.570000   224100E 252100N
                     4    9.3   4.7   0.0   50.4  176.4  133.0  52.139000 -4.570000   224100E 252100N
                     5   13.7   6.8   0.0   50.2  285.8  133.0  52.139000 -4.570000   224100E 252100N
                     6   14.3   8.9   0.0   54.3  197.6  133.0  52.139000 -4.570000   224100E 252100N
                     7   18.1  12.3   0.0   24.9  209.8  133.0  52.139000 -4.570000   224100E 252100N
                     8   18.0  11.7   0.0   91.2  199.9  133.0  52.139000 -4.570000   224100E 252100N
